2026-09-16T21:48:12.451074Z DEBUG panoptikon::inferio::ledger: admitted a worker to a GPU's ledger model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 replica=2 base_mb=Some(31150) base_method="free_delta" reserved_at_load_mb=Some(31202) seeded_from_store=false
2026-09-16T21:48:12.460178Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=0 canvas_pixels=1843200 share_mb=0 room_mb=0 headroom_mb=0 external_mb=1317 reserve_mb=330 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=0 squeezed=true window_requests=2
2026-09-16T21:48:55.302449Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:55.769216Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:56.134406Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:56.465593Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:56.797650Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:57.130911Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:57.471716Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:57.794432Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:58.116359Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:58.437533Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:58.761119Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:59.085121Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:59.407911Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:59.731134Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:00.061003Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:00.402194Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:00.740579Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:01.075222Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:01.404968Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:01.744379Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:02.075491Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:02.405558Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:02.724925Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:03.044385Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:03.366712Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:03.689154Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:04.009739Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:04.330023Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:04.649112Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:04.968611Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:05.287393Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:05.606548Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:05.928807Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:06.247277Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:06.565806Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:06.886310Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:07.208331Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:07.527937Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:07.848224Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:08.168738Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:08.491099Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:08.809644Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:09.128866Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:09.448290Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:09.767937Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:10.088674Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:10.411351Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:10.733083Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:11.051772Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:11.378056Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:11.702277Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:12.021783Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:12.342183Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:12.661514Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:12.987873Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:13.308069Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:13.630383Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:13.951735Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:14.272655Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:14.593820Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:14.912826Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:15.230758Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:15.549433Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:15.869835Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:49:16.224516Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=354 canvas_pixels=1843200 share_mb=354 room_mb=354 headroom_mb=0 external_mb=882 reserve_mb=221 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
